timestamp,station_id,traffic_gb,power_kw,hour,weekday
2024-01-01 00:00:00,Station_0,19.45,3.459,0,0
2024-01-01 01:00:00,Station_0,22.33,3.863,1,0
2024-01-01 02:00:00,Station_0,10.9,3.226,2,0
2024-01-01 03:00:00,Station_0,40.96,4.177,3,0
2024-01-01 04:00:00,Station_0,13.96,3.457,4,0
2024-01-01 05:00:00,Station_0,18.39,3.367,5,0
2024-01-01 06:00:00,Station_0,103.63,5.208,6,0
2024-01-01 07:00:00,Station_0,89.66,5.129,7,0
2024-01-01 08:00:00,Station_0,114.81,5.933,8,0
2024-01-01 09:00:00,Station_0,128.81,5.938,9,0
2024-01-01 10:00:00,Station_0,173.95,7.304,10,0
2024-01-01 11:00:00,Station_0,158.97,6.689,11,0
2024-01-01 12:00:00,Station_0,151.83,6.818,12,0
2024-01-01 13:00:00,Station_0,140.69,6.592,13,0
2024-01-01 14:00:00,Station_0,142.95,6.515,14,0
2024-01-01 15:00:00,Station_0,133.4,6.705,15,0
2024-01-01 16:00:00,Station_0,129.8,6.033,16,0
2024-01-01 17:00:00,Station_0,127.87,5.953,17,0
2024-01-01 18:00:00,Station_0,103.13,5.186,18,0
2024-01-01 19:00:00,Station_0,64.55,4.653,19,0
2024-01-01 20:00:00,Station_0,81.08,5.061,20,0
2024-01-01 21:00:00,Station_0,55.84,4.336,21,0
2024-01-01 22:00:00,Station_0,25.86,3.503,22,0
2024-01-01 23:00:00,Station_0,35.13,4.09,23,0
2024-01-02 00:00:00,Station_0,17.15,3.076,0,1
2024-01-02 01:00:00,Station_0,17.47,3.36,1,1
2024-01-02 02:00:00,Station_0,4.26,3.229,2,1
2024-01-02 03:00:00,Station_0,32.74,4.005,3,1
2024-01-02 04:00:00,Station_0,8.41,3.148,4,1
2024-01-02 05:00:00,Station_0,30.31,3.953,5,1
2024-01-02 06:00:00,Station_0,92.81,5.283,6,1
2024-01-02 07:00:00,Station_0,98.93,5.234,7,1
2024-01-02 08:00:00,Station_0,142.19,6.826,8,1
2024-01-02 09:00:00,Station_0,141.35,6.734,9,1
2024-01-02 10:00:00,Station_0,157.39,6.806,10,1
2024-01-02 11:00:00,Station_0,163.38,7.392,11,1
2024-01-02 12:00:00,Station_0,159.46,7.299,12,1
2024-01-02 13:00:00,Station_0,118.66,6.131,13,1
2024-01-02 14:00:00,Station_0,153.27,6.772,14,1
2024-01-02 15:00:00,Station_0,143.8,6.198,15,1
2024-01-02 16:00:00,Station_0,126.7,6.239,16,1
2024-01-02 17:00:00,Station_0,137.7,6.339,17,1
2024-01-02 18:00:00,Station_0,87.87,5.096,18,1
2024-01-02 19:00:00,Station_0,98.2,5.521,19,1
2024-01-02 20:00:00,Station_0,62.05,4.654,20,1
2024-01-02 21:00:00,Station_0,59.03,4.669,21,1
2024-01-02 22:00:00,Station_0,37.51,3.872,22,1
2024-01-02 23:00:00,Station_0,36.16,3.611,23,1
2024-01-03 00:00:00,Station_0,16.44,3.463,0,2
2024-01-03 01:00:00,Station_0,12.69,3.27,1,2
2024-01-03 02:00:00,Station_0,0.0,2.916,2,2
2024-01-03 03:00:00,Station_0,12.13,3.143,3,2
2024-01-03 04:00:00,Station_0,18.58,3.545,4,2
2024-01-03 05:00:00,Station_0,53.63,4.376,5,2
2024-01-03 06:00:00,Station_0,103.86,5.582,6,2
2024-01-03 07:00:00,Station_0,86.75,5.163,7,2
2024-01-03 08:00:00,Station_0,130.9,6.765,8,2
2024-01-03 09:00:00,Station_0,139.54,6.549,9,2
2024-01-03 10:00:00,Station_0,151.44,6.552,10,2
2024-01-03 11:00:00,Station_0,175.1,7.528,11,2
2024-01-03 12:00:00,Station_0,171.87,7.115,12,2
2024-01-03 13:00:00,Station_0,179.0,7.195,13,2
2024-01-03 14:00:00,Station_0,160.76,7.457,14,2
2024-01-03 15:00:00,Station_0,127.57,6.076,15,2
2024-01-03 16:00:00,Station_0,131.49,6.187,16,2
2024-01-03 17:00:00,Station_0,92.27,5.32,17,2
2024-01-03 18:00:00,Station_0,84.07,5.196,18,2
2024-01-03 19:00:00,Station_0,70.68,5.077,19,2
2024-01-03 20:00:00,Station_0,58.25,4.392,20,2
2024-01-03 21:00:00,Station_0,69.78,4.498,21,2
2024-01-03 22:00:00,Station_0,51.45,4.548,22,2
2024-01-03 23:00:00,Station_0,17.93,3.485,23,2
2024-01-04 00:00:00,Station_0,15.9,3.554,0,3
2024-01-04 01:00:00,Station_0,0.0,2.736,1,3
2024-01-04 02:00:00,Station_0,22.24,3.615,2,3
2024-01-04 03:00:00,Station_0,21.03,3.595,3,3
2024-01-04 04:00:00,Station_0,10.8,3.316,4,3
2024-01-04 05:00:00,Station_0,29.74,3.601,5,3
2024-01-04 06:00:00,Station_0,127.99,6.294,6,3
2024-01-04 07:00:00,Station_0,97.66,5.573,7,3
2024-01-04 08:00:00,Station_0,115.38,6.042,8,3
2024-01-04 09:00:00,Station_0,159.81,6.831,9,3
2024-01-04 10:00:00,Station_0,166.41,7.243,10,3
2024-01-04 11:00:00,Station_0,170.29,7.637,11,3
2024-01-04 12:00:00,Station_0,156.32,6.757,12,3
2024-01-04 13:00:00,Station_0,144.61,6.452,13,3
2024-01-04 14:00:00,Station_0,150.8,6.838,14,3
2024-01-04 15:00:00,Station_0,146.58,6.83,15,3
2024-01-04 16:00:00,Station_0,130.2,6.546,16,3
2024-01-04 17:00:00,Station_0,111.56,6.333,17,3
2024-01-04 18:00:00,Station_0,109.39,5.563,18,3
2024-01-04 19:00:00,Station_0,68.41,4.807,19,3
2024-01-04 20:00:00,Station_0,66.65,4.809,20,3
2024-01-04 21:00:00,Station_0,64.67,4.602,21,3
2024-01-04 22:00:00,Station_0,35.34,3.58,22,3
2024-01-04 23:00:00,Station_0,35.35,4.055,23,3
2024-01-05 00:00:00,Station_0,15.21,3.131,0,4
2024-01-05 01:00:00,Station_0,15.21,3.457,1,4
2024-01-05 02:00:00,Station_0,1.15,3.06,2,4
2024-01-05 03:00:00,Station_0,18.15,3.225,3,4
2024-01-05 04:00:00,Station_0,26.37,3.771,4,4
2024-01-05 05:00:00,Station_0,41.59,4.25,5,4
2024-01-05 06:00:00,Station_0,79.33,4.796,6,4
2024-01-05 07:00:00,Station_0,123.25,6.184,7,4
2024-01-05 08:00:00,Station_0,137.73,7.214,8,4
2024-01-05 09:00:00,Station_0,150.99,7.002,9,4
2024-01-05 10:00:00,Station_0,166.27,7.287,10,4
2024-01-05 11:00:00,Station_0,153.23,6.982,11,4
2024-01-05 12:00:00,Station_0,148.41,6.663,12,4
2024-01-05 13:00:00,Station_0,150.68,6.783,13,4
2024-01-05 14:00:00,Station_0,186.68,7.294,14,4
2024-01-05 15:00:00,Station_0,152.72,6.495,15,4
2024-01-05 16:00:00,Station_0,122.92,6.291,16,4
2024-01-05 17:00:00,Station_0,116.49,5.697,17,4
2024-01-05 18:00:00,Station_0,89.27,5.368,18,4
2024-01-05 19:00:00,Station_0,73.52,4.881,19,4
2024-01-05 20:00:00,Station_0,70.68,4.637,20,4
2024-01-05 21:00:00,Station_0,89.73,5.37,21,4
2024-01-05 22:00:00,Station_0,17.66,3.479,22,4
2024-01-05 23:00:00,Station_0,32.12,3.973,23,4
2024-01-06 00:00:00,Station_0,0.0,2.977,0,5
2024-01-06 01:00:00,Station_0,18.3,3.631,1,5
2024-01-06 02:00:00,Station_0,0.0,2.933,2,5
2024-01-06 03:00:00,Station_0,7.56,3.058,3,5
2024-01-06 04:00:00,Station_0,44.33,4.189,4,5
2024-01-06 05:00:00,Station_0,2.63,3.249,5,5
2024-01-06 06:00:00,Station_0,116.83,6.127,6,5
2024-01-06 07:00:00,Station_0,75.41,4.788,7,5
2024-01-06 08:00:00,Station_0,129.5,6.096,8,5
2024-01-06 09:00:00,Station_0,127.72,6.348,9,5
2024-01-06 10:00:00,Station_0,115.26,5.87,10,5
2024-01-06 11:00:00,Station_0,85.64,4.936,11,5
2024-01-06 12:00:00,Station_0,132.21,6.056,12,5
2024-01-06 13:00:00,Station_0,158.75,6.683,13,5
2024-01-06 14:00:00,Station_0,122.57,6.09,14,5
2024-01-06 15:00:00,Station_0,142.68,6.28,15,5
2024-01-06 16:00:00,Station_0,127.95,6.201,16,5
2024-01-06 17:00:00,Station_0,83.48,5.179,17,5
2024-01-06 18:00:00,Station_0,87.99,5.08,18,5
2024-01-06 19:00:00,Station_0,72.85,4.744,19,5
2024-01-06 20:00:00,Station_0,61.2,4.662,20,5
2024-01-06 21:00:00,Station_0,72.73,4.571,21,5
2024-01-06 22:00:00,Station_0,72.83,4.43,22,5
2024-01-06 23:00:00,Station_0,33.46,3.954,23,5
2024-01-07 00:00:00,Station_0,14.41,3.236,0,6
2024-01-07 01:00:00,Station_0,7.6,3.091,1,6
2024-01-07 02:00:00,Station_0,3.41,3.255,2,6
2024-01-07 03:00:00,Station_0,20.04,3.362,3,6
2024-01-07 04:00:00,Station_0,31.34,3.845,4,6
2024-01-07 05:00:00,Station_0,33.73,3.969,5,6
2024-01-07 06:00:00,Station_0,72.57,4.702,6,6
2024-01-07 07:00:00,Station_0,109.41,5.857,7,6
2024-01-07 08:00:00,Station_0,110.19,5.778,8,6
2024-01-07 09:00:00,Station_0,140.23,6.387,9,6
2024-01-07 10:00:00,Station_0,137.37,6.394,10,6
2024-01-07 11:00:00,Station_0,131.0,6.495,11,6
2024-01-07 12:00:00,Station_0,148.38,6.872,12,6
2024-01-07 13:00:00,Station_0,153.84,6.85,13,6
2024-01-07 14:00:00,Station_0,139.4,6.423,14,6
2024-01-07 15:00:00,Station_0,125.92,6.122,15,6
2024-01-07 16:00:00,Station_0,111.95,5.918,16,6
2024-01-07 17:00:00,Station_0,85.93,5.567,17,6
2024-01-07 18:00:00,Station_0,69.91,4.505,18,6
2024-01-07 19:00:00,Station_0,89.17,5.388,19,6
2024-01-07 20:00:00,Station_0,68.86,4.847,20,6
2024-01-07 21:00:00,Station_0,48.75,4.039,21,6
2024-01-07 22:00:00,Station_0,41.97,3.914,22,6
2024-01-07 23:00:00,Station_0,50.36,4.23,23,6
2024-01-08 00:00:00,Station_0,0.0,2.936,0,0
2024-01-08 01:00:00,Station_0,18.81,3.357,1,0
2024-01-08 02:00:00,Station_0,2.08,3.101,2,0
2024-01-08 03:00:00,Station_0,20.95,3.422,3,0
2024-01-08 04:00:00,Station_0,13.93,3.395,4,0
2024-01-08 05:00:00,Station_0,3.62,2.809,5,0
2024-01-08 06:00:00,Station_0,89.22,5.188,6,0
2024-01-08 07:00:00,Station_0,120.19,6.3,7,0
2024-01-08 08:00:00,Station_0,142.86,6.54,8,0
2024-01-08 09:00:00,Station_0,142.14,6.353,9,0
2024-01-08 10:00:00,Station_0,151.68,6.734,10,0
2024-01-08 11:00:00,Station_0,162.8,6.904,11,0
2024-01-08 12:00:00,Station_0,167.79,7.501,12,0
2024-01-08 13:00:00,Station_0,156.32,6.988,13,0
2024-01-08 14:00:00,Station_0,162.31,6.978,14,0
2024-01-08 15:00:00,Station_0,145.79,6.647,15,0
2024-01-08 16:00:00,Station_0,131.47,6.132,16,0
2024-01-08 17:00:00,Station_0,115.9,5.997,17,0
2024-01-08 18:00:00,Station_0,121.77,6.236,18,0
2024-01-08 19:00:00,Station_0,116.77,5.766,19,0
2024-01-08 20:00:00,Station_0,83.08,5.114,20,0
2024-01-08 21:00:00,Station_0,90.42,5.099,21,0
2024-01-08 22:00:00,Station_0,35.44,3.766,22,0
2024-01-08 23:00:00,Station_0,10.19,3.149,23,0
2024-01-09 00:00:00,Station_0,0.61,3.045,0,1
2024-01-09 01:00:00,Station_0,17.74,3.819,1,1
2024-01-09 02:00:00,Station_0,28.67,3.601,2,1
2024-01-09 03:00:00,Station_0,3.8,3.193,3,1
2024-01-09 04:00:00,Station_0,1.2,3.396,4,1
2024-01-09 05:00:00,Station_0,43.03,3.982,5,1
2024-01-09 06:00:00,Station_0,74.3,5.128,6,1
2024-01-09 07:00:00,Station_0,113.81,6.093,7,1
2024-01-09 08:00:00,Station_0,106.08,5.532,8,1
2024-01-09 09:00:00,Station_0,142.51,6.572,9,1
2024-01-09 10:00:00,Station_0,145.21,6.755,10,1
2024-01-09 11:00:00,Station_0,141.94,6.52,11,1
2024-01-09 12:00:00,Station_0,161.8,7.148,12,1
2024-01-09 13:00:00,Station_0,168.63,6.991,13,1
2024-01-09 14:00:00,Station_0,128.95,6.479,14,1
2024-01-09 15:00:00,Station_0,147.41,6.536,15,1
2024-01-09 16:00:00,Station_0,153.27,6.855,16,1
2024-01-09 17:00:00,Station_0,133.22,6.344,17,1
2024-01-09 18:00:00,Station_0,130.91,6.624,18,1
2024-01-09 19:00:00,Station_0,80.74,5.213,19,1
2024-01-09 20:00:00,Station_0,79.68,5.266,20,1
2024-01-09 21:00:00,Station_0,43.1,4.215,21,1
2024-01-09 22:00:00,Station_0,63.91,4.246,22,1
2024-01-09 23:00:00,Station_0,24.3,3.2,23,1
2024-01-10 00:00:00,Station_0,7.96,3.342,0,2
2024-01-10 01:00:00,Station_0,35.15,3.894,1,2
2024-01-10 02:00:00,Station_0,38.84,3.695,2,2
2024-01-10 03:00:00,Station_0,0.0,2.989,3,2
2024-01-10 04:00:00,Station_0,26.76,3.662,4,2
2024-01-10 05:00:00,Station_0,0.0,2.982,5,2
2024-01-10 06:00:00,Station_0,80.43,5.145,6,2
2024-01-10 07:00:00,Station_0,121.03,5.838,7,2
2024-01-10 08:00:00,Station_0,122.29,5.845,8,2
2024-01-10 09:00:00,Station_0,141.49,6.728,9,2
2024-01-10 10:00:00,Station_0,137.18,6.53,10,2
2024-01-10 11:00:00,Station_0,150.0,6.591,11,2
2024-01-10 12:00:00,Station_0,158.39,6.753,12,2
2024-01-10 13:00:00,Station_0,149.65,6.502,13,2
2024-01-10 14:00:00,Station_0,181.43,7.543,14,2
2024-01-10 15:00:00,Station_0,131.93,6.341,15,2
2024-01-10 16:00:00,Station_0,128.32,6.164,16,2
2024-01-10 17:00:00,Station_0,124.74,6.27,17,2
2024-01-10 18:00:00,Station_0,92.04,5.186,18,2
2024-01-10 19:00:00,Station_0,80.35,4.548,19,2
2024-01-10 20:00:00,Station_0,47.27,4.455,20,2
2024-01-10 21:00:00,Station_0,82.25,5.006,21,2
2024-01-10 22:00:00,Station_0,56.69,4.479,22,2
2024-01-10 23:00:00,Station_0,88.23,5.43,23,2
2024-01-11 00:00:00,Station_0,10.08,3.061,0,3
2024-01-11 01:00:00,Station_0,0.0,3.041,1,3
2024-01-11 02:00:00,Station_0,3.07,2.792,2,3
2024-01-11 03:00:00,Station_0,7.57,2.973,3,3
2024-01-11 04:00:00,Station_0,46.31,4.334,4,3
2024-01-11 05:00:00,Station_0,25.22,3.927,5,3
2024-01-11 06:00:00,Station_0,101.16,5.357,6,3
2024-01-11 07:00:00,Station_0,138.38,6.567,7,3
2024-01-11 08:00:00,Station_0,114.44,5.823,8,3
2024-01-11 09:00:00,Station_0,129.29,5.956,9,3
2024-01-11 10:00:00,Station_0,165.85,7.528,10,3
2024-01-11 11:00:00,Station_0,136.98,6.537,11,3
2024-01-11 12:00:00,Station_0,150.24,6.659,12,3
2024-01-11 13:00:00,Station_0,149.07,6.554,13,3
2024-01-11 14:00:00,Station_0,152.69,6.651,14,3
2024-01-11 15:00:00,Station_0,146.48,6.652,15,3
2024-01-11 16:00:00,Station_0,126.42,5.979,16,3
2024-01-11 17:00:00,Station_0,106.88,5.823,17,3
2024-01-11 18:00:00,Station_0,107.51,5.492,18,3
2024-01-11 19:00:00,Station_0,85.96,5.299,19,3
2024-01-11 20:00:00,Station_0,44.96,4.233,20,3
2024-01-11 21:00:00,Station_0,47.63,4.305,21,3
2024-01-11 22:00:00,Station_0,36.59,3.554,22,3
2024-01-11 23:00:00,Station_0,17.63,3.45,23,3
2024-01-12 00:00:00,Station_0,15.9,3.217,0,4
2024-01-12 01:00:00,Station_0,22.19,3.223,1,4
2024-01-12 02:00:00,Station_0,13.42,3.093,2,4
2024-01-12 03:00:00,Station_0,7.49,3.197,3,4
2024-01-12 04:00:00,Station_0,8.09,3.125,4,4
2024-01-12 05:00:00,Station_0,40.44,3.896,5,4
2024-01-12 06:00:00,Station_0,112.54,5.587,6,4
2024-01-12 07:00:00,Station_0,123.48,6.375,7,4
2024-01-12 08:00:00,Station_0,92.93,5.164,8,4
2024-01-12 09:00:00,Station_0,151.08,6.736,9,4
2024-01-12 10:00:00,Station_0,157.53,6.817,10,4
2024-01-12 11:00:00,Station_0,159.25,6.95,11,4
2024-01-12 12:00:00,Station_0,177.52,7.489,12,4
2024-01-12 13:00:00,Station_0,163.02,6.993,13,4
2024-01-12 14:00:00,Station_0,144.65,6.53,14,4
2024-01-12 15:00:00,Station_0,148.34,6.624,15,4
2024-01-12 16:00:00,Station_0,134.35,6.774,16,4
2024-01-12 17:00:00,Station_0,128.6,6.15,17,4
2024-01-12 18:00:00,Station_0,118.02,5.869,18,4
2024-01-12 19:00:00,Station_0,53.9,4.146,19,4
2024-01-12 20:00:00,Station_0,41.94,3.978,20,4
2024-01-12 21:00:00,Station_0,57.85,4.782,21,4
2024-01-12 22:00:00,Station_0,52.94,4.28,22,4
2024-01-12 23:00:00,Station_0,54.49,3.92,23,4
2024-01-13 00:00:00,Station_0,13.73,3.498,0,5
2024-01-13 01:00:00,Station_0,0.0,3.229,1,5
2024-01-13 02:00:00,Station_0,17.33,3.35,2,5
2024-01-13 03:00:00,Station_0,24.17,4.058,3,5
2024-01-13 04:00:00,Station_0,20.58,3.564,4,5
2024-01-13 05:00:00,Station_0,14.65,3.196,5,5
2024-01-13 06:00:00,Station_0,97.46,5.265,6,5
2024-01-13 07:00:00,Station_0,99.27,5.386,7,5
2024-01-13 08:00:00,Station_0,117.68,6.009,8,5
2024-01-13 09:00:00,Station_0,136.63,6.314,9,5
2024-01-13 10:00:00,Station_0,125.12,5.932,10,5
2024-01-13 11:00:00,Station_0,127.6,6.265,11,5
2024-01-13 12:00:00,Station_0,147.35,6.499,12,5
2024-01-13 13:00:00,Station_0,147.31,6.954,13,5
2024-01-13 14:00:00,Station_0,135.37,6.76,14,5
2024-01-13 15:00:00,Station_0,109.46,5.487,15,5
2024-01-13 16:00:00,Station_0,83.82,5.395,16,5
2024-01-13 17:00:00,Station_0,108.02,5.689,17,5
2024-01-13 18:00:00,Station_0,89.2,5.005,18,5
2024-01-13 19:00:00,Station_0,108.49,5.738,19,5
2024-01-13 20:00:00,Station_0,61.14,4.674,20,5
2024-01-13 21:00:00,Station_0,56.15,4.449,21,5
2024-01-13 22:00:00,Station_0,28.98,3.819,22,5
2024-01-13 23:00:00,Station_0,63.97,4.868,23,5
2024-01-14 00:00:00,Station_0,34.1,3.75,0,6
2024-01-14 01:00:00,Station_0,0.0,2.975,1,6
2024-01-14 02:00:00,Station_0,13.09,3.546,2,6
2024-01-14 03:00:00,Station_0,0.0,3.306,3,6
2024-01-14 04:00:00,Station_0,15.48,3.302,4,6
2024-01-14 05:00:00,Station_0,6.36,2.828,5,6
2024-01-14 06:00:00,Station_0,97.35,5.448,6,6
2024-01-14 07:00:00,Station_0,78.85,4.712,7,6
2024-01-14 08:00:00,Station_0,105.46,5.97,8,6
2024-01-14 09:00:00,Station_0,117.17,5.629,9,6
2024-01-14 10:00:00,Station_0,125.48,6.082,10,6
2024-01-14 11:00:00,Station_0,93.81,5.334,11,6
2024-01-14 12:00:00,Station_0,132.54,6.453,12,6
2024-01-14 13:00:00,Station_0,162.0,7.275,13,6
2024-01-14 14:00:00,Station_0,125.13,5.907,14,6
2024-01-14 15:00:00,Station_0,159.66,7.003,15,6
2024-01-14 16:00:00,Station_0,110.71,5.763,16,6
2024-01-14 17:00:00,Station_0,101.17,5.5,17,6
2024-01-14 18:00:00,Station_0,76.4,4.801,18,6
2024-01-14 19:00:00,Station_0,71.31,4.674,19,6
2024-01-14 20:00:00,Station_0,48.81,4.241,20,6
2024-01-14 21:00:00,Station_0,45.11,4.429,21,6
2024-01-14 22:00:00,Station_0,1.07,3.245,22,6
2024-01-14 23:00:00,Station_0,54.43,3.946,23,6
2024-01-15 00:00:00,Station_0,6.86,3.097,0,0
2024-01-15 01:00:00,Station_0,0.0,2.844,1,0
2024-01-15 02:00:00,Station_0,0.0,3.35,2,0
2024-01-15 03:00:00,Station_0,31.31,4.037,3,0
2024-01-15 04:00:00,Station_0,31.83,3.57,4,0
2024-01-15 05:00:00,Station_0,17.47,3.535,5,0
2024-01-15 06:00:00,Station_0,81.67,5.184,6,0
2024-01-15 07:00:00,Station_0,111.92,5.723,7,0
2024-01-15 08:00:00,Station_0,140.66,6.605,8,0
2024-01-15 09:00:00,Station_0,137.01,6.657,9,0
2024-01-15 10:00:00,Station_0,135.75,6.517,10,0
2024-01-15 11:00:00,Station_0,166.85,7.109,11,0
2024-01-15 12:00:00,Station_0,164.89,6.872,12,0
2024-01-15 13:00:00,Station_0,171.82,7.258,13,0
2024-01-15 14:00:00,Station_0,144.12,6.813,14,0
2024-01-15 15:00:00,Station_0,131.86,6.015,15,0
2024-01-15 16:00:00,Station_0,106.65,5.787,16,0
2024-01-15 17:00:00,Station_0,96.32,5.759,17,0
2024-01-15 18:00:00,Station_0,68.77,5.059,18,0
2024-01-15 19:00:00,Station_0,87.64,5.172,19,0
2024-01-15 20:00:00,Station_0,61.83,4.625,20,0
2024-01-15 21:00:00,Station_0,57.01,4.646,21,0
2024-01-15 22:00:00,Station_0,49.75,4.274,22,0
